id.num,usetype,data.source,m2,total.m2,ratio
84,res_total,Energy Atlas 2016,663146.166247,1305571.6399085554,0.5079354866297862
85,commercial,Energy Atlas 2016,414601.376802,4119409.1064496115,0.10064583683928684
85,res_total,Energy Atlas 2016,2154696.120298,4119409.1064496115,0.5230595128132501
86,commercial,Energy Atlas 2016,133255.139341,1282638.0263866666,0.10389146165921379
86,res_total,Energy Atlas 2016,729856.930554,1282638.0263866666,0.5690279841539454
87,commercial,Energy Atlas 2016,5346.381844,1942470.7720930283,0.0027523615391336
87,res_total,Energy Atlas 2016,1268311.941806,1942470.7720930283,0.65293746502007
88,commercial,Energy Atlas 2016,875791.750044,3640798.719198835,0.24054934578660797
88,res_total,Energy Atlas 2016,1269163.9552189999,3640798.719198835,0.3485949246593566
89,commercial,Energy Atlas 2016,1574254.2485169999,8410323.171590531,0.1871811839329454
89,institutional,Energy Atlas 2016,83240.623485,8410323.171590531,0.009897434591595821
89,res_total,Energy Atlas 2016,3182201.4422379998,8410323.171590531,0.3783685094274674
90,res_total,Energy Atlas 2016,486936.860341,959469.4786180309,0.5075063576200028
91,commercial,Energy Atlas 2016,467314.353196,5936892.971185786,0.07871362267503745
91,industrial,Energy Atlas 2016,1219175.3593,5936892.971185786,0.20535579219924727
91,res_total,Energy Atlas 2016,1695881.183863,5936892.971185786,0.2856512980937702
92,res_total,Energy Atlas 2016,139133.39085999998,177612.10635999998,0.7833553337743323
93,institutional,Energy Atlas 2016,96819.604674,4922523.227202318,0.019668694327121896
93,res_total,Energy Atlas 2016,2728366.199506,4922523.227202318,0.5542617217992587
94,commercial,Energy Atlas 2016,78833.862583,1155006.3022050953,0.06825405405363875
94,res_total,Energy Atlas 2016,594995.219634,1155006.3022050953,0.5151445654435453
96,commercial,Energy Atlas 2016,529057.686996,4080641.7965653837,0.12965060727488997
96,res_total,Energy Atlas 2016,1846054.981437,4080641.7965653837,0.45239329337625206
97,commercial,Energy Atlas 2016,657646.122841,4766026.39025437,0.1379862529057252
97,industrial,Energy Atlas 2016,645788.26263,4766026.39025437,0.13549825572735305
97,res_total,Energy Atlas 2016,1659468.503334,4766026.39025437,0.34818701523082246
98,commercial,Energy Atlas 2016,938736.784149,14439963.531563962,0.06500963676930611
98,industrial,Energy Atlas 2016,4290045.00504,14439963.531563962,0.29709527975347694
98,res_total,Energy Atlas 2016,2836467.9445,14439963.531563962,0.19643179418700293
99,res_total,Energy Atlas 2016,318874.961729,614092.581729,0.5192620318441169
100,res_total,Energy Atlas 2016,951539.374967,1692757.1222492221,0.5621239825017887
101,res_total,Energy Atlas 2016,1562195.439117,2857725.7050710535,0.5466568874489507
102,commercial,Energy Atlas 2016,107975.489817,2386725.8377363333,0.045240005412355316
102,industrial,Energy Atlas 2016,605488.613484,2386725.8377363333,0.2536900568597647
102,res_total,Energy Atlas 2016,689366.644452,2386725.8377363333,0.2888336119517703
103,commercial,Energy Atlas 2016,1183233.418272,2493965.4185969443,0.47443858260779886
103,res_total,Energy Atlas 2016,156290.7169,2493965.4185969443,0.06266755574659334
105,commercial,Energy Atlas 2016,36266.451207,531842.49319,0.06819020982974346
105,res_total,Energy Atlas 2016,274536.354658,531842.49319,0.5161986079963758
106,commercial,Energy Atlas 2016,442810.722431,8046176.191455111,0.055033684559537326
106,industrial,Energy Atlas 2016,1741618.538502,8046176.191455111,0.21645294572986937
106,institutional,Energy Atlas 2016,126531.470522,8046176.191455111,0.01572566490109601
106,res_total,Energy Atlas 2016,2207377.881284,8046176.191455111,0.2743387453568559
108,industrial,Energy Atlas 2016,123332.913135,608648.639573,0.20263400772821033
108,res_total,Energy Atlas 2016,211298.211588,608648.639573,0.3471595890467071
109,res_total,Energy Atlas 2016,611973.057078,1179615.4678779999,0.5187902954332
110,res_total,Energy Atlas 2016,256748.681763,455401.3443006407,0.5637855157351119
111,res_total,Energy Atlas 2016,296515.439301,573301.420601,0.517206880440238
112,industrial,Energy Atlas 2016,75097.21102,3633954.8591789985,0.020665422089741186
112,res_total,Energy Atlas 2016,1980832.429336,3633954.8591789985,0.5450899931606524
113,commercial,Energy Atlas 2016,567217.594246,9194470.8341145,0.06169116249098718
113,industrial,Energy Atlas 2016,4674117.527012,9194470.8341145,0.5083617764786955
113,res_total,Energy Atlas 2016,299114.958144,9194470.8341145,0.03253204709010392
114,commercial,Energy Atlas 2016,503991.156954,4599259.03256072,0.1095809462754686
114,res_total,Energy Atlas 2016,2287102.219122,4599259.03256072,0.49727623578718394
115,commercial,Energy Atlas 2016,759625.09562,4403873.935466271,0.1724901999356557
115,res_total,Energy Atlas 2016,1973322.429525,4403873.935466271,0.4480878559290707
116,res_total,Energy Atlas 2016,413490.349825,634679.954525,0.6514942639624719
117,commercial,Energy Atlas 2016,1266629.561379,4998129.239673704,0.25342073016537087
117,industrial,Energy Atlas 2016,302175.182964,4998129.239673704,0.06045765695000858
117,institutional,Energy Atlas 2016,72817.928818,4998129.239673704,0.014569036798807111
117,res_total,Energy Atlas 2016,1473828.242286,4998129.239673704,0.2948759769129573
118,res_total,Energy Atlas 2016,192583.180947,342131.371347,0.562892494157387
119,res_total,Energy Atlas 2016,376811.037686,729646.398936,0.5164296544675354
120,commercial,Energy Atlas 2016,268273.763428,2027780.5154475388,0.1322992115686598
120,res_total,Energy Atlas 2016,896800.184143,2027780.5154475388,0.4422570279728094
121,res_total,Energy Atlas 2016,93568.835801,164064.049901,0.570318944689355
122,commercial,Energy Atlas 2016,551069.93801,5522318.157094483,0.09978960326688971
122,industrial,Energy Atlas 2016,101563.41766,5522318.157094483,0.018391446267818197
122,res_total,Energy Atlas 2016,2804022.686586,5522318.157094483,0.5077618867329641
123,commercial,Energy Atlas 2016,1057242.085792,9494770.479465432,0.11134993605991032
123,industrial,Energy Atlas 2016,566988.309642,9494770.479465432,0.05971585209650293
123,res_total,Energy Atlas 2016,4065919.862048,9494770.479465432,0.4282272932075043
124,commercial,Energy Atlas 2016,7494975.259131,19191685.40834028,0.39053241545288414
124,industrial,Energy Atlas 2016,2905837.964279,19191685.40834028,0.15141129621769372
124,res_total,Energy Atlas 2016,1007584.038747,19191685.40834028,0.052501071026785716
125,commercial,Energy Atlas 2016,146445.414378,1425217.7065125364,0.10275301359842587
125,res_total,Energy Atlas 2016,702738.73066,1425217.7065125364,0.49307465620784346
126,commercial,Energy Atlas 2016,286863.83953399997,2354228.285301606,0.12185047700131982
126,res_total,Energy Atlas 2016,1184453.234662,2354228.285301606,0.5031174088158816
127,res_total,Energy Atlas 2016,263262.854317,445075.72566700005,0.5915012640207881
128,commercial,Energy Atlas 2016,512239.735615,3590262.8919493593,0.14267471520362002
128,res_total,Energy Atlas 2016,1781592.934245,3590262.8919493593,0.49622910295509615
129,res_total,Energy Atlas 2016,421649.927412,832429.1669745,0.5065294972117628
130,commercial,Energy Atlas 2016,527831.739008,5269525.080855788,0.10016685202346137
130,industrial,Energy Atlas 2016,285679.790799,5269525.080855788,0.05421357454714016
130,res_total,Energy Atlas 2016,2410893.701465,5269525.080855788,0.4575163158865662
131,commercial,Energy Atlas 2016,92157.453425,675469.2205825715,0.13643471918012345
131,res_total,Energy Atlas 2016,335187.799499,675469.2205825715,0.4962295679585679
132,commercial,Energy Atlas 2016,33094.83569,1751133.5149358094,0.018899093305979667
132,res_total,Energy Atlas 2016,952641.669062,1751133.5149358094,0.5440142975602409
133,institutional,Energy Atlas 2016,77101.12873,1927034.2013897223,0.04001025444924478
133,res_total,Energy Atlas 2016,1072044.413685,1927034.2013897223,0.5563183117932583
135,commercial,Energy Atlas 2016,912615.247639,6733408.692305504,0.1355354010639331
135,industrial,Energy Atlas 2016,773492.354818,6733408.692305504,0.11487381654137467
135,institutional,Energy Atlas 2016,123451.178654,6733408.692305504,0.018334128269248216
135,res_total,Energy Atlas 2016,2484721.950408,6733408.692305504,0.36901398146935244
136,commercial,Energy Atlas 2016,1905691.646809,3992054.0223703226,0.4773712069350896
136,res_total,Energy Atlas 2016,764953.825894,3992054.0223703226,0.19161910675742833
137,res_total,Energy Atlas 2016,1055033.316967,1779468.3300578846,0.5928924382333237
138,res_total,Energy Atlas 2016,70911.652161,119025.04524100001,0.5957708482061
139,industrial,Energy Atlas 2016,78059.051563,429472.3279441978,0.18175571855037506
139,res_total,Energy Atlas 2016,169096.745129,429472.3279441978,0.3937314097474775
140,commercial,Energy Atlas 2016,945200.510374,6696612.906766689,0.14114605749705322
140,res_total,Energy Atlas 2016,3059407.180697,6696612.906766689,0.4568588961750466
141,res_total,Energy Atlas 2016,843562.58450799994,1570394.626408,0.5371659902055957
142,commercial,Energy Atlas 2016,213857.503432,1644371.9466226667,0.1300542154536487
142,res_total,Energy Atlas 2016,719382.117304,1644371.9466226667,0.43748138538943115
143,commercial,Energy Atlas 2016,191848.875635,1897649.8577029998,0.10109814245037936
143,res_total,Energy Atlas 2016,938720.340318,1897649.8577029998,0.4946752091844114
144,commercial,Energy Atlas 2016,181558.753549,2527665.230593492,0.07182863907431693
144,industrial,Energy Atlas 2016,241831.897374,2527665.230593492,0.09567402140402044
144,institutional,Energy Atlas 2016,41905.663307,2527665.230593492,0.016578802762247363
144,res_total,Energy Atlas 2016,1057835.643059,2527665.230593492,0.418503063718854
145,commercial,Energy Atlas 2016,643030.622881,4085896.952753366,0.15737808131643669
145,res_total,Energy Atlas 2016,1844693.859584,4085896.952753366,0.45147831208540756
146,commercial,Energy Atlas 2016,164391.02237299999,1843977.9925991963,0.08915020842590485
146,industrial,Energy Atlas 2016,325399.911031,1843977.9925991963,0.17646626604926535
146,res_total,Energy Atlas 2016,672834.462699,1843977.9925991963,0.3648820459893884
148,commercial,Energy Atlas 2016,610759.093577,5157847.404313665,0.11841356397364597
148,institutional,Energy Atlas 2016,62671.527673,5157847.404313665,0.012150713807582965
148,res_total,Energy Atlas 2016,2413270.62472,5157847.404313665,0.46788329230168935
149,res_total,Energy Atlas 2016,423924.936076,805589.350476,0.5262295682353729
150,commercial,Energy Atlas 2016,320472.707523,5370279.850347206,0.05967523415046618
150,res_total,Energy Atlas 2016,2784105.02661,5370279.850347206,0.5184282950226511
151,commercial,Energy Atlas 2016,70976.03394,1374593.400744,0.05163420244967286
151,res_total,Energy Atlas 2016,709813.108304,1374593.400744,0.5163804132333336
154,commercial,Energy Atlas 2016,250844.231598,4718033.27474563,0.053167117947366345
154,institutional,Energy Atlas 2016,63165.957439,4718033.27474563,0.013388196682950599
154,res_total,Energy Atlas 2016,2413999.262949,4718033.27474563,0.5116537172110448
155,commercial,Energy Atlas 2016,189987.749836,1926870.8922117902,0.09859910729043161
155,res_total,Energy Atlas 2016,907428.751858,1926870.8922117902,0.47093386252588676
157,commercial,Energy Atlas 2016,116976.02536,1512687.4733866493,0.07732993590414987
157,industrial,Energy Atlas 2016,119585.949339,1512687.4733866493,0.07905529162032886
157,res_total,Energy Atlas 2016,612395.20831,1512687.4733866493,0.4048392143678903
158,commercial,Energy Atlas 2016,573513.258944,5162883.883888919,0.11108389648926284
158,industrial,Energy Atlas 2016,1499071.288028,5162883.883888919,0.29035541409442495
158,res_total,Energy Atlas 2016,1103565.93707,5162883.883888919,0.21374990448918327
159,commercial,Energy Atlas 2016,183304.308016,1113343.006438527,0.1646431575497763
159,res_total,Energy Atlas 2016,497843.672541,1113343.006438527,0.4471610902138346
160,commercial,Energy Atlas 2016,56710.406678,558800.241834,0.10148600954765993
160,res_total,Energy Atlas 2016,264267.41445599997,558800.241834,0.4729192914961275
162,industrial,Energy Atlas 2016,16961.393613,522824.92703271325,0.03244182275176547
162,res_total,Energy Atlas 2016,273589.208573,522824.92703271325,0.5232902916962133
163,institutional,Energy Atlas 2016,70147.43208299999,4547203.548903427,0.015426499238178215
163,res_total,Energy Atlas 2016,2423246.363054,4547203.548903427,0.5329091466860711
164,commercial,Energy Atlas 2016,160540.471732,2153191.1655408083,0.07455932120717099
164,res_total,Energy Atlas 2016,1034472.3037159999,2153191.1655408083,0.480436814097821
165,res_total,Energy Atlas 2016,288821.119938,398047.551738,0.7255945142154919
166,commercial,Energy Atlas 2016,186289.838824,2681641.288008118,0.06946858987332091
166,res_total,Energy Atlas 2016,1442957.132804,2681641.288008118,0.5380873046878714
167,commercial,Energy Atlas 2016,417085.695925,3581062.0025325925,0.11646983370576365
167,industrial,Energy Atlas 2016,697278.263932,3581062.0025325925,0.19471270350495806
167,institutional,Energy Atlas 2016,76245.863712,3581062.0025325925,0.02129141122328447
167,res_total,Energy Atlas 2016,844289.178871,3581062.0025325925,0.2357650267641005
168,commercial,Energy Atlas 2016,1361938.191661,6565854.5317724,0.2074274087356845
168,res_total,Energy Atlas 2016,2643583.014609,6565854.5317724,0.40262588849884035
169,commercial,Energy Atlas 2016,158668.847894,2826562.271381842,0.05613492032370135
169,res_total,Energy Atlas 2016,1556513.770346,2826562.271381842,0.5506737941368813
170,commercial,Energy Atlas 2016,120373.02355499999,2681799.3826766093,0.04488517087913561
170,res_total,Energy Atlas 2016,1563782.779775,2681799.3826766093,0.5831095308159269
171,commercial,Energy Atlas 2016,388527.035016,3101595.8088358315,0.1252668171362508
171,industrial,Energy Atlas 2016,360161.891056,3101595.8088358315,0.11612147850792492
171,institutional,Energy Atlas 2016,49591.900109,3101595.8088358315,0.015989156281331858
171,res_total,Energy Atlas 2016,1083831.574713,3101595.8088358315,0.3494432032779316
172,commercial,Energy Atlas 2016,166320.338974,2593791.661861,0.06412247422164512
172,res_total,Energy Atlas 2016,1271991.086412,2593791.661861,0.4903983250140332
174,commercial,Energy Atlas 2016,1002233.011753,7976055.908124853,0.12565521396760393
174,industrial,Energy Atlas 2016,376703.548915,7976055.908124853,0.04722930145603278
174,institutional,Energy Atlas 2016,166222.419212,7976055.908124853,0.020840177291470165
174,res_total,Energy Atlas 2016,3277996.141016,7976055.908124853,0.410979584242489
175,commercial,Energy Atlas 2016,228397.751962,384356.70454,0.5942338178680857
175,res_total,Energy Atlas 2016,46398.173678,384356.70454,0.1207164416021559
176,res_total,Energy Atlas 2016,741938.315383,1320715.9524329999,0.5617697840449448
177,commercial,Energy Atlas 2016,1658891.204092,8471487.886523334,0.1958205248373202
177,res_total,Energy Atlas 2016,3121012.8322509998,8471487.886523334,0.3684137750130044
178,commercial,Energy Atlas 2016,129630.993311,2916116.667831,0.04445329459586375
178,res_total,Energy Atlas 2016,1679432.61481,2916116.667831,0.5759140686436107
179,res_total,Energy Atlas 2016,927156.611005,1659518.0974308718,0.5586902682413327
180,commercial,Energy Atlas 2016,143297.024611,1244682.5427486273,0.11512736757322697
180,res_total,Energy Atlas 2016,542111.115914,1244682.5427486273,0.4355416721093061
181,res_total,Energy Atlas 2016,504361.561215,684219.212715,0.7371344619419263
182,commercial,Energy Atlas 2016,139353.385164,2180922.913819475,0.0638965202671693
182,industrial,Energy Atlas 2016,42504.423142,2180922.913819475,0.019489190962536828
182,res_total,Energy Atlas 2016,1029668.289586,2180922.913819475,0.4721250270064476
184,res_total,Energy Atlas 2016,428501.709468,439860.871168,0.974175557671595
185,res_total,Energy Atlas 2016,374118.987455,665211.058360812,0.5624064464245226
186,commercial,Energy Atlas 2016,581476.532492,6689383.107011301,0.0869252849164134
186,res_total,Energy Atlas 2016,3199510.478877,6689383.107011301,0.47829679175102363
187,commercial,Energy Atlas 2016,411350.050511,6541609.308644432,0.06288208774061455
187,industrial,Energy Atlas 2016,1328993.951734,6541609.308644432,0.20316009242218064
187,res_total,Energy Atlas 2016,1945970.206974,6541609.308644432,0.29747576095724504
189,commercial,Energy Atlas 2016,317611.945444,2139771.8939831615,0.1484326186062613
189,res_total,Energy Atlas 2016,1014174.298858,2139771.8939831615,0.47396374431768323
190,res_total,Energy Atlas 2016,320769.997123,619460.1213249716,0.5178218679144361
191,commercial,Energy Atlas 2016,283250.841864,3218830.070129228,0.08799807249614398
191,res_total,Energy Atlas 2016,1583439.289418,3218830.070129228,0.4919300661791161
192,commercial,Energy Atlas 2016,199967.111387,1697519.7634061584,0.11779957777089793
192,industrial,Energy Atlas 2016,32835.450514,1697519.7634061584,0.019343191886092695
192,res_total,Energy Atlas 2016,817195.784078,1697519.7634061584,0.48140575544066466
193,res_total,Energy Atlas 2016,622973.422599,1187860.419399,0.5244500215894007
194,commercial,Energy Atlas 2016,81623.368061,730145.0362875614,0.11179062241663085
194,res_total,Energy Atlas 2016,377004.740441,730145.0362875614,0.5163422631178717
195,res_total,Energy Atlas 2016,95106.75206299999,95372.074463,0.9972180284271478
196,commercial,Energy Atlas 2016,157063.298248,2048771.156980452,0.07666219709939942
196,industrial,Energy Atlas 2016,539075.324583,2048771.156980452,0.26312129724508004
196,res_total,Energy Atlas 2016,597278.589568,2048771.156980452,0.29153016310923147
198,commercial,Energy Atlas 2016,141858.60746199999,1453507.9989099992,0.09759740405170197
198,res_total,Energy Atlas 2016,743198.265869,1453507.9989099992,0.5113135025237784
199,commercial,Energy Atlas 2016,4497408.031354,35731379.18342126,0.1258671826874435
199,industrial,Energy Atlas 2016,1462353.699853,35731379.18342126,0.04092631555995204
199,res_total,Energy Atlas 2016,14967854.654548,35731379.18342126,0.4188994378782005
200,res_total,Energy Atlas 2016,38052.604285,52533.949185000005,0.724343112888706
201,commercial,Energy Atlas 2016,146661.971271,3487312.60360254,0.042055871653000655
201,res_total,Energy Atlas 2016,1884112.974096,3487312.60360254,0.5402764788420837
202,commercial,Energy Atlas 2016,268575.976887,3327631.3158656666,0.08071085748185758
202,industrial,Energy Atlas 2016,353790.510413,3327631.3158656666,0.10631902300179044
202,res_total,Energy Atlas 2016,1376059.076049,3327631.3158656666,0.4135251010194996
203,commercial,Energy Atlas 2016,112363.577216,1691728.791536213,0.06641937985459578
203,res_total,Energy Atlas 2016,1209393.695333,1691728.791536213,0.7148862757338205
204,commercial,Energy Atlas 2016,47705.783403,874198.164047,0.054570903217356984
204,res_total,Energy Atlas 2016,446096.794444,874198.164047,0.5102925318200694
205,commercial,Energy Atlas 2016,529068.64955,5671204.289412428,0.09329035290400635
205,res_total,Energy Atlas 2016,2592964.722156,5671204.289412428,0.45721589098752907
206,res_total,Energy Atlas 2016,27836.618793,40877.734993000005,0.680972632112978
207,commercial,Energy Atlas 2016,73461.56080199999,3131193.6969793565,0.023461199756778992
207,res_total,Energy Atlas 2016,1597719.316645,3131193.6969793565,0.510258856929327
208,commercial,Energy Atlas 2016,7974.329005,628864.746769,0.012680515239518108
208,res_total,Energy Atlas 2016,359705.365714,628864.746769,0.5719916207135238
209,commercial,Energy Atlas 2016,78962.161626,871199.9467382252,0.09063609556179902
209,res_total,Energy Atlas 2016,472047.389434,871199.9467382252,0.5418358795834948
210,commercial,Energy Atlas 2016,372838.505406,3850005.1307494245,0.09684104117893083
210,res_total,Energy Atlas 2016,1818543.70895,3850005.1307494245,0.47234838583085487
211,commercial,Energy Atlas 2016,609685.971024,5177972.378997021,0.1177460840650712
211,res_total,Energy Atlas 2016,2453402.86266,5177972.378997021,0.4738153630582376
212,commercial,Energy Atlas 2016,216353.899945,1394652.4307177407,0.15513105285569692
212,res_total,Energy Atlas 2016,615442.798322,1394652.4307177407,0.4412875815985707
213,commercial,Energy Atlas 2016,351679.196835,3668895.9338057176,0.09585423058598609
213,industrial,Energy Atlas 2016,328513.555076,3668895.9338057176,0.08954016712467378
213,institutional,Energy Atlas 2016,66673.788913,3668895.9338057176,0.018172711931853512
213,res_total,Energy Atlas 2016,1459440.633385,3668895.9338057176,0.39778741608272694
214,commercial,Energy Atlas 2016,610409.685394,6036929.803881114,0.1011126028004451
214,industrial,Energy Atlas 2016,1052588.853231,6036929.803881114,0.17435830586506
214,res_total,Energy Atlas 2016,2062068.949305,6036929.803881114,0.34157577051489074
215,res_total,Energy Atlas 2016,425701.427242,697681.452313929,0.6101658942345671
216,commercial,Energy Atlas 2016,604289.235754,4964992.284832636,0.12171000498832998
216,industrial,Energy Atlas 2016,182382.245741,4964992.284832636,0.03673364131866881
216,res_total,Energy Atlas 2016,2210379.391408,4964992.284832636,0.4451929156386412
217,res_total,Energy Atlas 2016,565937.762518,882593.915518,0.6412210106681366
218,industrial,Energy Atlas 2016,5011.931044,118446.764421,0.04231378601601894
218,res_total,Energy Atlas 2016,110299.922877,118446.764421,0.9312193829538192
219,res_total,Energy Atlas 2016,157545.557721,284135.371121,0.554473584543294
220,commercial,Energy Atlas 2016,262824.537963,3625426.4457003362,0.07249479251598201
220,industrial,Energy Atlas 2016,82996.288595,3625426.4457003362,0.022892834770770622
220,institutional,Energy Atlas 2016,47539.301226999996,3625426.4457003362,0.013112747407516818
220,res_total,Energy Atlas 2016,1651110.577842,3625426.4457003362,0.4554252037853851
221,commercial,Energy Atlas 2016,838026.86635,6740252.293891974,0.12433167629488011
221,industrial,Energy Atlas 2016,675448.47441,6740252.293891974,0.10021115604561158
221,res_total,Energy Atlas 2016,2420025.60185,6740252.293891974,0.3590408038647204
222,commercial,Energy Atlas 2016,1017897.851098,6946374.274880122,0.1465365686929627
222,industrial,Energy Atlas 2016,291107.83438,6946374.274880122,0.04190788213539269
222,res_total,Energy Atlas 2016,2928050.607064,6946374.274880122,0.4215221482741845
224,res_total,Energy Atlas 2016,204024.185397,212443.898197,0.9603673587640894
225,res_total,Energy Atlas 2016,208794.104126,345772.7759038525,0.6038477250853851
226,commercial,Energy Atlas 2016,620083.024463,6721097.329034266,0.0922591943110721
226,industrial,Energy Atlas 2016,388605.166439,6721097.329034266,0.057818708376722386
226,institutional,Energy Atlas 2016,82205.312453,6721097.329034266,0.01223093617434816
226,res_total,Energy Atlas 2016,2800835.463365,6721097.329034266,0.4167229436279334
227,institutional,Energy Atlas 2016,48802.503318,3952661.0508713117,0.012346746328588468
227,res_total,Energy Atlas 2016,2222399.924772,3952661.0508713117,0.562254110881099
228,commercial,Energy Atlas 2016,356002.809552,3942817.4338074927,0.0902914769777245
228,industrial,Energy Atlas 2016,627261.081855,3942817.4338074927,0.15908955775547226
228,res_total,Energy Atlas 2016,1353002.502412,3942817.4338074927,0.343156264556088
229,commercial,Energy Atlas 2016,873497.417556,12840681.018224757,0.06802578588442829
229,res_total,Energy Atlas 2016,6703945.790809,12840681.018224757,0.5220864673216398
230,commercial,Energy Atlas 2016,250352.403116,3589042.7004683674,0.06975464601837399
230,industrial,Energy Atlas 2016,29905.196991,3589042.7004683674,0.008332360321903497
230,res_total,Energy Atlas 2016,1660190.452547,3589042.7004683674,0.46257194218679715
231,res_total,Energy Atlas 2016,1389481.329877,2440609.180607952,0.5693174232553212
232,commercial,Energy Atlas 2016,455413.10728399997,3560827.42294104,0.1278953044311973
232,industrial,Energy Atlas 2016,193574.455957,3560827.42294104,0.05436221219536626
232,res_total,Energy Atlas 2016,1459151.24054,3560827.42294104,0.409778702314875
233,commercial,Energy Atlas 2016,257444.989748,2085760.4826346687,0.12342979545897013
233,institutional,Energy Atlas 2016,56497.101389999996,2085760.4826346687,0.027087051394623505
233,res_total,Energy Atlas 2016,1006275.0354769999,2085760.4826346687,0.48244994756344417
235,commercial,Energy Atlas 2016,316132.279363,5303999.054893725,0.059602627393253615
235,industrial,Energy Atlas 2016,1003344.689051,5303999.054893725,0.18916758443334675
235,res_total,Energy Atlas 2016,1750135.421027,5303999.054893725,0.3299652588384685
236,commercial,Energy Atlas 2016,235274.246216,2130867.139737258,0.11041244281659436
236,res_total,Energy Atlas 2016,901557.746773,2130867.139737258,0.42309430276547627
237,commercial,Energy Atlas 2016,349189.303532,2083256.1562961428,0.16761707506619333
237,institutional,Energy Atlas 2016,64039.89596,2083256.1562961428,0.030740288834119008
237,res_total,Energy Atlas 2016,860416.396447,2083256.1562961428,0.413015170432401
238,res_total,Energy Atlas 2016,542133.226828,1023433.7566149975,0.5297198996260425
239,commercial,Energy Atlas 2016,277994.761736,1047423.2563075426,0.26540823880119735
239,res_total,Energy Atlas 2016,296573.503676,1047423.2563075426,0.28314580747567497
240,commercial,Energy Atlas 2016,1099766.20437,11739258.21909213,0.09368276801181495
240,industrial,Energy Atlas 2016,1627999.470144,11739258.21909213,0.138679926768823
240,res_total,Energy Atlas 2016,4165027.388903,11739258.21909213,0.35479476736692034
241,commercial,Energy Atlas 2016,153612.137604,3462659.3672185405,0.04436247442017157
241,res_total,Energy Atlas 2016,1780367.172063,3462659.3672185405,0.5141617997190178
243,res_total,Energy Atlas 2016,192734.148322,257884.175122,0.7473671008731777
244,industrial,Energy Atlas 2016,1896096.624969,3544407.113876,0.534954525270523
244,res_total,Energy Atlas 2016,4396.077057,3544407.113876,0.0012402855867741033
245,commercial,Energy Atlas 2016,105000.735757,5331608.229267922,0.019694008119463337
245,res_total,Energy Atlas 2016,3061961.455779,5331608.229267922,0.5743035354642768
246,commercial,Energy Atlas 2016,144676.355452,590690.069754,0.24492769196585984
246,res_total,Energy Atlas 2016,223722.873002,590690.069754,0.37874832244119505
